"Dstat 0.7.2 CSV output",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Host:","jmue-VirtualBox",,,,"User:","jmue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cmdline:","dstat --epoch --mem --swap --sys --page --cpu -C total,0,1 --net -N total,eth0 --disk --io -D total,sda --nocolor --output kmeans_5M_prep.log 1",,,,"Date:","15 Jul 2015 21:10:36 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"epoch","memory usage",,,,"swap",,"system",,"paging",,"total cpu usage",,,,,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"net/total",,"net/eth0",,"dsk/total",,"dsk/sda",,"io/total",,"io/sda",
1436987541.495,1480769536,40337408,651624448,1974304768,0,2145382400,513,2846,0,0,66.871,23.313,9.816,0,0,0,57.471,39.08,3.448,0,0,0,78.378,5.405,16.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987542.494,1480888320,40345600,651624448,1974177792,0,2145382400,573,2992,0,0,66.265,25.301,7.831,0,0,0.602,79.73,10.811,8.108,0,0,1.351,55.319,36.17,8.511,0,0,0,0,0,0,0,0,77824,0,77824,0,4,0,4
1436987543.511,1480888320,40345600,651624448,1974177792,0,2145382400,442,1064,0,0,76.543,16.667,6.79,0,0,0,83.562,13.699,2.74,0,0,0,71.264,19.54,9.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987544.497,1480843264,40345600,652685312,1973161984,0,2145382400,474,2123,0,0,70.701,22.293,7.006,0,0,0,64.198,29.63,6.173,0,0,0,77.922,14.286,7.792,0,0,0,0,0,0,0,0,57344,0,57344,0,12,0,12
1436987545.496,1480777728,40345600,693256192,1932656640,0,2145382400,576,6564,0,0,54.07,39.535,6.395,0,0,0,71.25,26.25,2.5,0,0,0,39.13,50,10.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987546.493,1480417280,40345600,709615616,1916657664,0,2145382400,519,3405,0,0,67.586,28.276,4.138,0,0,0,57.576,37.879,4.545,0,0,0,74.684,21.519,2.532,0,0,1.266,90,90,90,90,0,0,0,0,0,0,0,0
1436987547.493,1480425472,40345600,756588544,1869676544,0,2145382400,976,6524,0,0,46.857,48,5.143,0,0,0,40.86,54.839,4.301,0,0,0,54.762,38.095,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987548.496,1481768960,40353792,806703104,1818210304,0,2145382400,1801,4647,0,0,37.126,34.132,28.144,0,0,0.599,30.769,26.923,41.026,0,0,1.282,42.697,41.573,15.73,0,0,0,0,0,0,0,0,40960,0,40960,0,3,0,3
1436987549.495,1482645504,40353792,806719488,1817317376,0,2145382400,777,1406,0,0,42.604,17.751,32.544,6.509,0,0.592,52.632,18.421,14.474,14.474,0,0,34.783,16.304,47.826,0,0,1.087,90,90,90,90,0,35168256,0,35168256,0,72,0,72
1436987550.497,1482129408,40353792,806719488,1817833472,0,2145382400,684,1006,0,0,52.047,5.848,37.427,0.585,0,4.094,50.649,7.792,32.468,0,0,9.091,53.191,5.319,41.489,0,0,0,90,90,90,90,0,80543744,0,80543744,0,155,0,155
1436987551.496,1482047488,40353792,806719488,1817915392,0,2145382400,433,945,0,0,49.342,5.263,44.737,0,0,0.658,57.143,5.714,37.143,0,0,0,43.21,4.938,51.852,0,0,0,60,42,60,42,0,0,0,0,0,0,0,0
1436987552.493,1481048064,40353792,651632640,1974001664,0,2145382400,565,2342,0,0,57.317,23.171,19.512,0,0,0,61.446,33.735,4.819,0,0,0,51.22,12.195,35.366,0,0,1.22,90,90,90,90,0,0,0,0,0,0,0,0
1436987553.493,1481056256,40361984,651624448,1973993472,0,2145382400,549,2652,0,0,70.988,19.753,9.259,0,0,0,58.025,32.099,9.877,0,0,0,84.146,7.317,8.537,0,0,0,0,0,0,0,0,69632,0,69632,0,4,0,4
1436987554.5,1480921088,40361984,651632640,1974120448,0,2145382400,591,3174,0,0,67.901,24.691,7.407,0,0,0,56.471,34.118,9.412,0,0,0,81.579,13.158,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987555.516,1480921088,40361984,651632640,1974120448,0,2145382400,527,2993,0,0,69.375,25.625,4.375,0,0,0.625,67.5,30,2.5,0,0,0,70.886,22.785,5.063,0,0,1.266,0,0,0,0,0,49152,0,49152,0,10,0,10
1436987556.493,1480417280,40361984,689975296,1936281600,0,2145382400,651,7163,0,0,55.294,39.412,5.294,0,0,0,39.08,52.874,8.046,0,0,0,73.494,24.096,2.41,0,0,0,90,90,90,90,0,0,0,0,0,0,0,0
1436987557.493,1481547776,40361984,709468160,1915658240,0,2145382400,725,5116,0,0,51.934,44.199,3.867,0,0,0,48.958,46.875,4.167,0,0,0,54.118,41.176,4.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987558.496,1480892416,40361984,709468160,1916313600,0,2145382400,670,2888,0,0,53.333,43.889,2.778,0,0,0,48.387,48.387,3.226,0,0,0,58.621,40.23,1.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987559.507,1481097216,40370176,767217664,1858351104,0,2145382400,682,9781,0,0,43.094,54.144,2.21,0,0,0.552,23.529,71.765,3.529,0,0,1.176,60.417,37.5,2.083,0,0,0,0,0,0,0,0,36864,0,36864,0,3,0,3
1436987560.493,1481814016,40370176,805650432,1819201536,0,2145382400,1724,3504,0,0,43.787,23.077,33.136,0,0,0,57.143,14.286,28.571,0,0,0,32.609,30.435,36.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987561.499,1481740288,40370176,806723584,1818202112,0,2145382400,758,1502,0,0,38.037,15.951,46.012,0,0,0,63.38,28.169,8.451,0,0,0,18.28,7.527,74.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987562.501,1481736192,40370176,806727680,1818202112,0,2145382400,467,995,0,0,45.562,5.325,49.112,0,0,0,91.892,5.405,2.703,0,0,0,9.677,4.301,86.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987563.497,1481736192,40370176,806727680,1818202112,0,2145382400,450,1000,0,0,44.444,4.938,50.617,0,0,0,84.722,6.944,8.333,0,0,0,11.111,3.333,85.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987564.497,1480732672,40378368,651636736,1974288384,0,2145382400,550,2726,0,0,60.119,23.214,16.667,0,0,0,55.556,33.333,11.111,0,0,0,66.667,11.538,21.795,0,0,0,0,0,0,0,0,36864,0,36864,0,3,0,3
1436987565.496,1480732672,40378368,651636736,1974288384,0,2145382400,540,2565,0,0,73.585,18.239,7.547,0,0,0.629,65.882,24.706,9.412,0,0,0,82.192,10.959,6.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987566.497,1480732672,40378368,651636736,1974288384,0,2145382400,495,2058,0,0,72.05,18.012,9.938,0,0,0,68.235,27.059,4.706,0,0,0,76.623,7.792,15.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987567.494,1480732672,40378368,651636736,1974288384,0,2145382400,528,3359,0,0,65.244,29.878,4.878,0,0,0,51.613,45.161,3.226,0,0,0,82.857,11.429,5.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987568.493,1480179712,40378368,685203456,1941274624,0,2145382400,622,7166,0,0,52.047,43.86,4.094,0,0,0,39.286,57.143,3.571,0,0,0,64.368,29.885,5.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987569.495,1480220672,40386560,709406720,1917022208,0,2145382400,649,5717,0,0,54.651,37.791,7.558,0,0,0,56.41,41.026,2.564,0,0,0,53.125,35.417,11.458,0,0,0,0,0,0,0,0,36864,0,36864,0,2,0,2
1436987570.493,1480613888,40386560,752312320,1873723392,0,2145382400,650,8028,0,0,49.718,49.718,0.565,0,0,0,46.914,51.852,1.235,0,0,0,52.632,47.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987571.497,1480728576,40386560,767307776,1858613248,0,2145382400,663,4071,0,0,53.448,31.609,14.943,0,0,0,35.632,41.379,22.989,0,0,0,70.455,22.727,6.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987572.5,1481179136,40386560,806776832,1818693632,0,2145382400,1971,3784,0,0,29.651,30.814,38.953,0,0,0.581,26.506,40.964,31.325,0,0,1.205,32.184,20.69,47.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987573.497,1481220096,40386560,806727680,1818701824,0,2145382400,431,952,0,0,51.592,5.732,42.675,0,0,0,43.662,7.042,49.296,0,0,0,57.955,5.682,35.227,0,0,1.136,0,0,0,0,0,0,0,0,0,0,0,0
1436987574.496,1481220096,40394752,806719488,1818701824,0,2145382400,496,1027,0,0,48.851,4.598,45.402,0.575,0,0.575,92.683,6.098,0,0,0,1.22,8.791,3.297,86.813,1.099,0,0,0,0,0,0,0,32768,0,32768,0,2,0,2
1436987575.493,1481035776,40394752,709431296,1916174336,0,2145382400,756,1039,0,0,48.333,11.667,22.778,10.556,0,6.667,61.628,6.977,18.605,0,0,12.791,36.559,16.129,26.882,20.43,0,0,0,0,0,0,0,94048256,0,94048256,0,185,0,185
1436987576.501,1481166848,40394752,651640832,1973833728,0,2145382400,560,1348,0,0,73.457,10.494,15.432,0,0,0.617,77.632,9.211,10.526,0,0,2.632,68.966,10.345,20.69,0,0,0,0,0,0,0,0,21659648,0,21659648,0,42,0,42
1436987577.499,1481166848,40394752,651640832,1973833728,0,2145382400,519,2576,0,0,72.455,20.359,6.587,0,0,0.599,75,18.421,6.579,0,0,0,71.111,22.222,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987578.493,1481191424,40394752,651644928,1973805056,0,2145382400,621,2977,0,0,64.162,32.948,2.89,0,0,0,81.25,18.75,0,0,0,0,50,44.681,5.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987579.493,1481076736,40394752,651644928,1973919744,0,2145382400,646,2719,0,0,51.053,47.368,1.579,0,0,0,44.33,55.67,0,0,0,0,56.989,39.785,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987580.493,1480994816,40402944,669216768,1956421632,0,2145382400,698,4964,0,0,60.714,34.524,4.167,0.595,0,0,60,36.471,2.353,0,0,1.176,61.176,31.765,4.706,2.353,0,0,0,0,0,0,0,73728,0,73728,0,4,0,4
1436987581.497,1480855552,40402944,709480448,1916297216,0,2145382400,725,6526,0,0,53.143,40,6.857,0,0,0,54.43,34.177,11.392,0,0,0,52.128,44.681,3.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987582.497,1481080832,40402944,718270464,1907281920,0,2145382400,663,3106,0,0,57.988,34.911,7.101,0,0,0,67.5,28.75,3.75,0,0,0,49.451,39.56,10.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987583.5,1481207808,40402944,767283200,1858142208,0,2145382400,805,9009,0,0,46.196,50.543,3.261,0,0,0,25.263,69.474,5.263,0,0,0,68.182,30.682,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987584.494,1482326016,40402944,806567936,1817739264,0,2145382400,1823,3553,0,0,38.69,26.19,34.524,0,0,0.595,31.646,22.785,45.57,0,0,0,44.944,29.213,24.719,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0
1436987585.494,1482801152,40407040,806731776,1817096192,0,2145382400,781,1285,0,0,42.424,16.364,26.061,10.303,0,4.848,42.857,9.091,37.662,0,0,10.39,42.529,22.989,16.092,18.391,0,0,0,0,0,0,0,73142272,0,73142272,0,146,0,146
1436987586.493,1482366976,40411136,806731776,1817526272,0,2145382400,635,1134,0,0,44.767,5.814,16.279,27.907,0,5.233,80.488,6.098,1.22,1.22,0,10.976,12.36,5.618,29.213,52.809,0,0,0,0,0,0,0,42635264,0,42635264,0,83,0,83
1436987587.495,1482330112,40411136,806735872,1817559040,0,2145382400,470,977,0,0,51.515,7.879,40.606,0,0,0,51.316,7.895,40.789,0,0,0,51.111,8.889,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987588.496,1481330688,40411136,651649024,1973645312,0,2145382400,538,1889,0,0,67.879,15.758,15.758,0,0,0.606,60.811,14.865,24.324,0,0,0,74.444,15.556,8.889,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0
1436987589.514,1481330688,40411136,651649024,1973645312,0,2145382400,609,2206,0,0,74.556,17.751,7.692,0,0,0,76.543,14.815,8.642,0,0,0,71.91,21.348,6.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987590.493,1481330688,40411136,651649024,1973645312,0,2145382400,517,3047,0,0,67.901,25.309,6.79,0,0,0,77.143,15.714,7.143,0,0,0,61.538,31.868,6.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987591.495,1481322496,40419328,651649024,1973645312,0,2145382400,530,2123,0,0,71.605,19.136,8.025,0,0,1.235,70.13,22.078,6.494,0,0,1.299,72.414,16.092,10.345,0,0,1.149,0,0,0,0,0,114688,0,114688,0,16,0,16
1436987592.499,1480892416,40419328,678871040,1946853376,0,2145382400,577,6189,0,0,53.448,39.655,6.897,0,0,0,47.191,48.315,4.494,0,0,0,59.524,32.143,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987593.497,1480753152,40419328,709484544,1916379136,0,2145382400,773,7063,0,0,48.889,46.667,4.444,0,0,0,63.953,34.884,1.163,0,0,0,35.106,56.383,8.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987594.493,1480716288,40419328,744947712,1880952832,0,2145382400,773,7074,0,0,48.256,45.93,5.814,0,0,0,54.667,38.667,6.667,0,0,0,43.434,51.515,5.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987595.493,1480941568,40419328,767324160,1858351104,0,2145382400,818,5725,0,0,43.575,42.458,13.966,0,0,0,51.765,43.529,4.706,0,0,0,36.264,41.758,21.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987596.495,1482629120,40423424,806739968,1817243648,0,2145382400,2016,3724,0,0,29.834,32.044,21.547,11.602,0,4.972,44.444,26.667,18.889,0,0,10,15.217,36.957,23.913,23.913,0,0,0,0,0,0,0,65806336,0,65806336,0,133,0,133
1436987597.499,1482072064,40427520,806744064,1817792512,0,2145382400,764,1316,0,0,46.243,5.202,28.324,17.341,0,2.89,82.716,8.642,2.469,0,0,6.173,15.054,3.226,50.538,31.183,0,0,0,0,0,0,0,49975296,0,49975296,0,96,0,96
1436987598.493,1482072064,40427520,806744064,1817792512,0,2145382400,427,984,0,0,43.791,4.575,51.634,0,0,0,88.889,4.762,6.349,0,0,0,11.236,4.494,84.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987599.494,1481048064,40427520,651706368,1973854208,0,2145382400,569,1319,0,0,46.914,11.728,41.358,0,0,0,64.706,13.235,22.059,0,0,0,34.043,10.638,55.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987600.494,1481306112,40427520,651665408,1973637120,0,2145382400,569,1357,0,0,61.31,38.69,0,0,0,0,63.415,35.366,1.22,0,0,0,59.302,40.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987601.498,1481019392,40427520,655466496,1970122752,0,2145382400,616,1250,0,0,59.893,36.364,3.209,0,0,0.535,80.435,18.478,1.087,0,0,0,41.053,54.737,4.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987602.494,1480757248,40435712,659320832,1966522368,0,2145382400,802,1420,0,0,50.279,34.637,15.084,0,0,0,31.818,61.364,6.818,0,0,0,68.539,7.865,23.596,0,0,0,0,0,0,0,0,102400,0,102400,0,8,0,8
1436987603.493,1480835072,40435712,666734592,1959030784,0,2145382400,1026,1772,0,0,43.617,35.106,21.277,0,0,0,26.882,64.516,8.602,0,0,0,60,6.316,33.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987604.496,1480663040,40435712,672747520,1953189888,0,2145382400,914,1635,0,0,44.565,32.065,23.37,0,0,0,56.044,13.187,30.769,0,0,0,33.333,50,16.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987605.493,1480581120,40435712,680194048,1945825280,0,2145382400,1078,1866,0,0,43.455,35.079,21.466,0,0,0,47.368,34.737,17.895,0,0,0,39.583,35.417,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987606.5,1480650752,40435712,685965312,1939984384,0,2145382400,862,1564,0,0,47.159,27.841,25,0,0,0,40.23,45.977,13.793,0,0,0,53.933,10.112,35.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987607.513,1480544256,40443904,693682176,1932365824,0,2145382400,1044,1873,0,0,40.761,38.043,21.196,0,0,0,25.806,64.516,9.677,0,0,0,56.667,10,33.333,0,0,0,0,0,0,0,0,20480,0,20480,0,3,0,3
1436987608.497,1480503296,40443904,700071936,1926017024,0,2145382400,891,1618,0,0,41.899,36.313,21.788,0,0,0,26.744,65.116,8.14,0,0,0,55.435,10.87,33.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987609.495,1480552448,40443904,704847872,1921191936,0,2145382400,850,1427,0,0,44.444,40,15.556,0,0,0,23.913,68.478,7.609,0,0,0,66.292,8.989,24.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987610.494,1480613888,40443904,711761920,1914216448,0,2145382400,1012,1851,0,0,43.478,35.326,21.196,0,0,0,43.333,40,16.667,0,0,0,43.478,31.522,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436987611.493,1477758976,40443904,603938816,2024894464,0,2145382400,645,1282,0,0,50.292,19.883,29.24,0,0,0.585,55.294,15.294,28.235,0,0,1.176,44.944,23.596,30.337,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0
1436987612.493,1358258176,40452096,608342016,2139983872,0,2145382400,824,1808,0,0,53.261,13.587,32.065,0,0,1.087,67.059,17.647,14.118,0,0,1.176,41.837,10.204,46.939,1.02,0,0,90,90,90,90,0,94208,0,94208,0,8,0,8
